Id,Price
8602,345189.95931426995
12137,502688.7439787601
9865,248464.48354375918
16353,278602.0745349335
15908,203550.26555899903
3944,177299.32589486358
10359,209400.55187796417
15158,218056.1280522124
3259,229252.4217167821
7220,318683.9229402413
13843,206927.28050447375
16736,184107.276573251
702,255235.3207108854
16401,192042.85500890278
12134,175599.80934314497
6918,230314.01939281836
11792,135379.08441490502
3798,141349.7659322132
10395,131580.03003532867
11099,153560.12625761583
7090,204562.07208403124
11260,190800.49260851016
9647,215074.30983964071
2903,391512.77342211735
2071,185896.17477928722
8604,182400.18766906127
9346,195220.65202495654
3945,196151.31330377332
3420,119044.052277868
10842,124090.13985749439
725,160853.8961833541
13931,190946.71815009866
16330,236441.4106845975
9066,408464.56370164925
3326,323001.27453769767
1556,268587.0863845483
6579,104095.20155434396
13877,144039.30464983295
9857,343875.1384540081
7302,238979.0357525995
5684,196949.53301309186
6513,224304.0623827824
11342,114577.64575744105
16561,237378.14121641713
6885,174691.91029136162
9308,179730.76642682703
2559,186465.0203673952
6648,178629.1773100614
15260,155305.88687003267
5113,190368.1068910653
16492,187121.91771626467
12034,283040.91816104675
7248,202816.95836052136
2171,211524.02444817452
10594,173527.8598840136
13241,204916.64984733882
7032,140890.99003297128
4884,171331.4877877969
903,232738.6604765179
162,159564.42934708606
6566,244235.94353986185
8249,145193.1358580036
13106,166750.6017653579
256,128232.4143159181
7976,169157.66075676936
8575,170208.7323135606
7591,275782.3965596181
3204,228204.50736720467
15804,188109.4499567616
1525,325086.2357630992
9038,206369.50597373684
13628,193250.0285811627
10016,200575.29512812776
10208,200654.3432402076
2008,193923.77988422397
13029,201508.79652220182
5099,125570.56549884737
9923,307693.97977868567
9461,132025.5920586019
11086,174577.90016525524
15057,244723.93628404202
10689,176741.2613727245
2053,212471.05351407034
16630,169878.6511404265
4985,162371.43911171248
13881,223213.83919291536
13225,193835.78566527658
5779,71069.28236681092
10262,181455.10781703514
10762,205230.08399209564
9513,202813.43255108857
11128,166253.1881279858
2074,274149.08886367286
933,190096.73685314108
2780,192699.0268742483
6594,110884.08265679491
15394,230921.13812287606
14863,131060.6788333374
6698,196172.7664291847
1611,269467.9563733663
174,182266.40833823444
5160,189909.95592270294
3295,317391.8228588151
4559,363255.3571233722
8254,176487.59229923246
10228,98544.5254607022
13924,134313.2415593368
15341,243628.2134021772
4353,186059.5632997385
4334,71597.13546746546
1872,157530.10230575074
7823,185928.3831382311
310,151788.9113878998
3704,244571.21419538232
11615,287463.0746455442
6605,213398.27700110368
3381,191105.7961617114
2143,142594.55491028607
3191,228972.84789386325
13980,128905.60987748786
15613,171054.33889357987
10943,298030.4823660223
9654,143403.4577948401
16053,574928.3117276184
14931,226507.83390332878
8299,216954.32818114175
2147,156667.3228526266
11567,374353.2077489258
5905,136198.4964826799
11160,116234.81958556987
8275,147410.67773430253
16398,281704.8483818247
11229,175270.37497949414
10309,159552.13702264518
7340,251199.75102263875
7653,171944.7312034282
272,198097.5525493517
9831,210569.2231715826
5016,135269.5185194949
5968,67061.02094942318
796,234873.12020573908
12123,128545.09341340415
16629,193356.58217131998
2637,159280.8655151472
6194,211085.22031522996
6216,445544.066681912
14346,180304.80786720727
6428,132622.35205611607
2891,221007.88161380065
84,170611.19437820758
9260,204342.20027627973
15250,125873.64924013273
2348,212899.23948529566
10427,279740.105612761
13230,246639.4708805882
1691,188178.05504014425
8803,126031.05676270502
5464,211843.0976578303
10559,104750.1892436672
16787,271896.57764732017
4278,150974.39773172938
6183,169065.65969232406
12775,150367.23098313587
10104,182624.76074944565
13663,163990.35356447872
9404,253579.80986079772
14724,199048.92080102043
10040,180153.64010580434
4646,205002.70841749196
4754,154891.95928721502
3310,219696.3329503735
2003,174108.03429879659
7312,232607.42692453723
10921,226559.99641775654
13419,293771.01319438155
10105,162709.66355875513
2196,405106.07882241625
12659,234911.54404504522
4380,227376.7352221911
10847,144935.34177747846
10805,266453.99518957944
8709,96478.57509280475
8319,183904.79950994073
2215,182273.22235732476
7000,191178.97504405704
7701,107328.44678241585
9678,187409.21718726787
14026,176392.94189130058
7971,173315.058956375
13734,154640.07274710486
16483,191272.52992627915
6150,207237.88914492555
2931,291919.4510515775
5418,188175.14711207492
1662,520807.6132862261
2441,206163.29951264846
669,128368.90324429149
7734,195226.60575557826
6010,306659.7703990257
266,132975.9670285568
632,135239.7914059476
16221,110520.61020375017
11832,178021.0805799837
5035,122249.2491928746
37,122359.26732938523
6168,179217.10554752089
11757,180333.90858164622
8086,133379.0264012001
6529,228928.1092969951
15121,186759.1922403572
13904,142867.95496492548
3711,169651.98834321921
16563,122120.811275143
14494,179524.0856329031
3006,226723.7986392917
15299,137150.21504007324
92,292147.2063251886
8066,191431.7847642024
16071,210553.7496983434
10662,131067.50135864389
3883,224475.65085665576
5511,129726.84243153031
2821,253518.69150820805
9570,199667.3244146105
4326,249964.8991750898
9251,242271.62510781625
9031,201983.2759286836
12689,146956.9345199198
16380,270340.9828779959
1053,224746.15789949606
4568,190796.8119979972
16140,111856.94383087271
14356,390890.33138019644
8466,179158.3507930828
15652,157100.48829854192
3285,128408.53024917009
3198,162530.78273027306
14088,435979.8550765529
2268,123816.23739018018
15472,220036.41152447578
1203,214957.03308823582
7157,315301.07556912804
6886,210772.83046273421
5083,265860.933005827
7467,119046.63770816414
14068,191692.66066767505
2080,170198.26430083782
10865,162644.00408764166
13516,187366.28745140816
14150,199202.67830401307
7609,117696.83204098155
2144,438928.6085524711
10357,194986.84427462338
2396,208837.62214652429
1526,451080.7695399982
10890,257062.07992179444
8638,429351.21761300194
6050,256190.1561422509
7639,107770.94829021358
10544,205145.46121824006
9577,239192.22388799186
13195,208879.16080953815
3484,223095.09256111243
16668,457549.8954973488
7171,177458.36423085007
8547,219136.67462942883
12735,208720.98828096845
9093,189332.94991438297
15323,373491.84157658956
14897,144034.8983170796
5135,130612.38196285393
5327,229906.60382186162
13133,266886.03584654233
1676,316127.3684531004
16296,288451.08825431287
1095,150976.9930042815
12528,155872.06431281706
7348,281687.32492100925
11663,165274.96113625538
1803,204328.69116304547
1510,239219.92208019158
16045,176954.04736832686
2900,137509.47606779492
3236,164516.41861766283
1318,241141.64582311455
14948,201617.85024593334
7840,274345.72268035566
15325,191121.314151436
8700,135007.86838638736
15706,196261.94834769968
14449,153030.03490462998
16117,174030.90190889363
4529,188346.7554740739
11199,197192.2499437779
4052,364567.9076108423
821,212810.12433015034
68,224811.3684822446
554,109662.62590475679
452,188164.20649918457
11394,293637.11515612603
11393,176570.32997401213
9535,160073.23436303652
4024,189515.48815675825
10069,219188.7756348128
12007,161572.36908556512
12368,416011.71489119605
1259,360543.39388429886
1124,297170.18880433537
3707,184060.19918739796
8767,172599.22764720966
1919,166588.59537724176
16741,155790.66925147758
6664,289286.3092807156
5688,379302.934708267
7799,150439.43297010413
14843,286053.5465367804
7532,168628.63231068727
8133,159682.55183446044
6264,293621.3370427537
4125,179390.5242351204
2410,171315.5376778761
13607,216059.40452791718
1716,259544.65710129312
1370,148036.1658922095
2273,388188.9728168041
15298,335178.1448814899
4284,258586.29170780125
12303,149438.24494586943
7808,133767.9706583353
2203,137075.2272833217
7237,129593.94352425067
15864,153892.96925007913
2844,161371.53348987197
5729,176033.1340248763
11812,450557.50351289776
1779,161701.4293725966
6442,140568.14208162276
6160,236868.2535284522
8266,195450.58078373398
9903,160525.15366531577
2867,133918.31284630933
6998,182744.52185941557
13932,168616.20084746694
12587,160370.13299704908
3611,221103.43314441442
2646,287374.16500127804
1890,166141.24756830678
860,264587.63272518764
14187,199758.28880936402
12569,267321.88867312536
1276,96099.78494176858
12025,201902.65702307253
4890,272351.5466821517
14410,304112.09220708493
10352,361833.9886045188
11407,171451.00506773355
10384,170618.74339719707
7622,315894.29433475534
12578,166665.7788804337
15820,175095.4917802359
563,200321.4065442351
15226,167797.85883357318
6396,208879.16080953815
6247,142887.50324272967
3339,161120.6261883843
10975,259254.0425690204
7475,112009.25416912911
11129,293503.66856891767
3051,261177.9423163766
10232,217348.33928350834
14106,186452.4341206386
5502,230081.90558717598
4558,73574.60058915822
4181,149536.81203208095
8426,124925.49708421937
6611,168681.20222604537
14641,139267.94313169652
15539,255951.39851248177
13119,150266.24093717433
11716,192087.1556449194
7316,250000.9999814999
7791,110348.60070340402
13034,311278.56667538127
1068,253801.16634579876
4060,173675.39795480398
10172,206580.51807524633
2591,178130.5661874605
12494,353746.56181578577
7828,373617.83298592956
15284,175477.409553574
7947,189517.54446949263
16335,227990.9597288392
10234,345408.1481009733
2797,258846.67167708089
5341,234223.0425464434
3059,220072.19893439722
1559,73523.96722742238
15320,279255.9921708399
10284,368772.77403693204
4134,198879.1748676994
4481,220034.6444804077
7222,179429.77646712656
4062,231409.46479304574
2192,226430.81267154956
9637,190640.19536000286
16236,187038.46273589734
4272,162418.64055505124
9406,288892.0493299963
14309,238769.1768770519
1946,242115.39968755672
16235,230506.62660533402
7146,151540.82577501461
16784,224568.76017173397
349,308478.18976966926
6251,169135.168541413
5128,351658.20569333684
11718,190763.62248103053
16721,93774.36224503376
12517,209444.93728499883
15961,186389.06158633027
9428,150446.0411336979
14541,145163.5291400366
10168,121227.00351770154
11270,177524.88455461012
13210,204819.13126612635
11518,171683.30029771265
12612,169680.9162591606
16352,112127.34891134486
9935,147773.95249614093
15521,298194.57859244244
11482,185955.61506673836
11443,168676.42914769182
9459,238966.5702210711
9218,165572.6705497857
854,131959.3321679806
5619,142506.0607312412
9208,196475.04220301323
4391,145410.58693695304
15207,163356.55139059437
7183,179284.33541925857
16442,217460.85728336073
7936,84455.82079346961
10606,395130.5121840456
4979,161031.5940588572
4854,284045.6712402193
16476,128981.96249924814
10516,161049.44924898128
16261,264774.77910619864
90,410863.1714950662
5433,171194.9312223829
14338,138762.0746864866
13487,225346.43626945993
8211,508948.0168869301
170,211678.79263732943
14051,97877.51995041048
10686,198936.5376645008
7595,321288.26003009226
6777,390438.2027336968
14661,183993.99311201138
13991,272212.2276646544
16795,157432.51606760005
2740,134848.93906881358
7368,424579.7033158451
2413,235726.99860777223
1852,477265.90314981353
15200,377606.3604957127
8467,313219.6471241783
16379,223204.85170628884
3375,188865.5912083969
5945,436499.97955806006
2641,174277.04021147126
2837,337474.2611171266
3498,224116.96560628456
10876,149762.21484376205
1285,219925.71890745815
9285,222348.38597592845
4015,320927.8864219578
2526,185913.92454997846
7814,210607.85022827858
7117,374896.2304346857
12359,115624.34626673406
3303,257083.96150908465
13874,175687.14774990664
5484,185043.39166572742
15067,164871.09042665965
12639,215857.86822216935
3388,246117.01595509678
4256,197493.1754599265
15738,205785.18822074492
14049,157448.83323123047
15780,182170.82221611816
9564,178021.0805799837
11910,194693.42322581133
11315,219042.9466196216
1733,160864.3946683712
3910,409474.2257607373
7552,498936.5347647181
254,177269.64940946802
5222,204512.84102915306
8314,233721.55193375438
16743,261590.2092807678
10335,97207.21185399049
8226,274906.85116721893
12254,238443.88830504348
13152,208359.56000840376
15020,195412.98579325006
16349,197772.41269615525
11924,177430.09670020203
12543,191668.4307730338
14114,226648.55483557246
12318,253723.66790111826
15383,183218.87817312847
6679,194679.5114175041
635,178515.7531652378
15993,269277.6158762179
11375,178736.26928146466
11216,186658.25617833572
15401,228763.3066824851
11301,137191.66623115606
13804,300728.5692767914
10839,202416.8348903583
1588,337516.8526228683
3596,189831.80585172062
5816,164753.11681862877
8099,142238.3864139436
6551,186475.84120745448
14075,489377.1946135692
13431,193222.7647488633
9481,293809.50870782224
5295,157997.8520823735
15859,390317.4437802627
10634,355854.06403143523
444,225724.32974364824
11686,246681.6034903564
1213,207488.07049691165
13970,139454.3211171622
6849,462292.0775045617
9911,263672.4038327289
5649,155780.0954728
7184,221223.04686342864
5877,273444.41661229916
1655,359863.08848768513
15301,193190.61569193003
12389,243251.33487388387
5241,292096.5108610226
7048,154828.92454977613
10574,138400.99162032676
8593,173188.49797618485
4752,180486.48108357267
14663,182193.4928416105
10994,218965.22514083708
87,71468.09841731745
5132,127289.53356624208
6372,440850.6267237033
7411,305420.5377872556
3319,247971.9521730519
9355,125483.14573475659
5139,285832.2359611633
56,270427.413047532
3249,177092.7434634673
5047,91544.81446378218
13238,285709.1671265871
2190,290167.40716468473
15599,181123.36396452182
6542,162388.92359731309
1968,170380.11491867973
5630,160721.31626133947
9157,206851.54619759717
789,192556.6491140299
1413,256813.1820426474
12514,242988.41097557612
13459,141401.30120870096
1345,236698.9850874424
4034,199995.1808328788
15169,151475.1066738993
6770,254279.14869860088
3334,165245.35155979422
12998,152068.37797408336
15870,241135.7391793818
1871,156477.1612201081
5770,200051.94968356614
13196,112969.13205833608
7633,202265.07959420196
10699,210958.64622974425
15470,179017.29597047885
1903,533314.2975319301
13860,219708.34424825144
7649,163510.37219177737
11043,193665.6505451396
2922,232512.17160747992
7538,427506.65110560297
9477,126898.34962105379
117,529954.0059760361
1457,255614.11919415105
7082,176270.18261426463
3053,265298.0124254103
12522,110372.9396659379
5744,361404.9892043854
13566,348291.56805796805
1464,128971.34100037695
3852,136918.74947409012
9557,213980.2350259934
14719,448106.9533791075
13978,136547.46098412614
3286,156328.0075410532
13019,339898.6932753214
1421,144727.37582337728
13502,181383.84470595454
14811,125496.56089145006
9297,265818.2158063794
7749,517480.5543666122
16555,141277.4062065026
14576,193849.11065828238
12766,161213.9962040003
4679,147519.04904076486
10033,198365.5002830705
11231,371945.52675772615
15112,145589.73317275717
10617,183593.44043688578
2175,165779.04436406295
16502,327275.3325855151
10106,197544.10398025377
12561,151331.97826913995
15907,324680.85101509973
8069,117050.15262502758
8316,124667.22816385534
12343,244664.2721955342
12092,157677.4983805916
1527,168196.67034201443
10010,216133.72547565214
655,104827.04128001131
10549,141504.09735867023
3248,113965.40495201923
13499,286616.53750323877
14959,211107.52902363462
6070,158791.9449244347
11360,278181.7414142097
12102,203549.61644638737
11870,232159.55293781453
3713,141339.79122653737
3230,147850.05484457704
7742,214090.6074649004
15092,333821.36543770117
8728,305301.3050443505
3386,160679.59305563022
9409,151629.90594836167
16545,247262.91643478308
3127,170858.83001142033
11344,148910.5152917207
2112,218085.3565971864
7310,225832.56995569376
6313,225853.49839103458
3681,420192.4572111031
5114,342448.90293021576
270,156501.69548769062
14350,182158.35146581434
12223,352305.47632434126
1066,185011.4111022013
16116,308979.36991095846
11410,533847.3491735747
4088,144316.33776652697
5956,162369.94519369013
14669,138180.81282253354
13871,128347.85692302942
4126,237350.5190615163
12114,198032.10510714928
16607,170670.9268871163
4266,206605.3953277608
13518,204898.51021154478
11856,291813.2526007033
3885,245942.9543728475
8891,168550.94553993887
4964,190704.98508215873
7696,149896.0335400568
6894,114763.94377652685
9766,172355.84991648045
4800,157932.94291595469
2840,177500.9621890209
4743,169308.20033641448
13562,524682.2215890485
8301,204863.49248173312
5405,188624.12351101733
1535,162370.0847103408
9073,124090.13985749439
1698,349035.8647575673
12262,243247.7383707986
6794,190763.62248103053
12701,194205.52506534097
8432,175144.4114582411
13540,144306.32908790145
8629,155242.60592296533
1440,180884.92993232157
8596,194120.92267069186
9575,270169.7716073724
14976,97500.97102428786
3149,223266.8368318593
5157,150400.08795413212
10748,185263.74843764203
9719,352955.0920410994
6376,190493.86480407196
9733,173244.5432885152
4749,192483.8656122279
4994,418766.46921262157
538,207625.58614256323
5512,137784.19499474976
9778,134705.66457530382
9761,136329.5391246192
3174,408653.47084463807
13429,197598.15131603112
10467,71230.97365930885
14129,210891.93573609524
13608,208598.9979348369
11106,155832.4217272812
12048,167425.38226991805
1054,308036.0537747157
3582,125872.3101506875
1566,151826.77959921386
11529,158916.84927044986
11859,146219.66372944688
10582,148713.2101834298
14907,481639.0049391273
14039,164777.27328318785
10489,165030.99304732462
3331,325766.239265579
10153,239205.88511025108
5271,146686.26504662787
11871,407360.3907875087
776,136210.91491135082
3994,105030.01178972484
9433,76567.16980114872
14275,139310.23219361328
8030,261262.49082899527
8169,284898.15731600387
8053,190319.40038438456
4822,183976.77114728471
13197,225097.09109282691
13634,339331.9962414708
8951,167329.84687433767
12176,241799.1778787691
15471,149320.60565629273
14962,142627.67908891346
12512,120017.37691620817
8697,447533.1690651795
7095,217654.66737038718
13639,203737.11177875212
16660,164574.31196382112
5848,142211.0564965528
5386,186894.33124750265
10880,292477.0451470059
3954,184910.3935261775
13426,227227.1861116042
5966,216437.5807033046
16315,315998.5740059322
7455,175137.43477410683
11071,227445.65754176571
14740,220383.99723159673
16087,160357.34140228157
8931,225175.51849262507
15289,171325.3822592344
16089,278566.0677289037
12128,179158.3507930828
4724,212892.79511769165
8585,209569.88610118162
7188,217476.04220916142
5423,156030.10996473682
10488,199449.61745777802
5980,209835.0660930256
8376,224381.85274007134
12397,138155.45901342944
16496,191968.48325265534
4891,246607.7423421204
9710,150247.53035959677
6339,173624.96883773807
244,206176.38054591644
5002,246990.94646738633
5358,172324.35070677803
7636,161182.8945122907
9361,336335.92174202565
3601,124776.55105190707
15755,155275.22250186652
172,184550.29438391895
3037,335326.33834500454
577,256404.9678942725
3607,193226.70203287425
2515,99058.31400620315
10413,157779.6070416276
10511,228876.92427095762
4637,517178.3731501162
12736,307782.68668246403
9534,242462.78972790894
11641,191476.65783930026
10419,256449.4033650716
15313,142150.44176867543
14915,186015.86691421657
12409,368573.3221639512
9405,117358.05300683007
14066,205783.70850557287
14108,195467.44977942854
11931,232811.61303636443
11464,300259.00073138456
926,146067.92951153402
11190,217460.85728336073
10260,181779.82219332297
12712,184398.6434377254
1234,203721.80814510986
11608,106422.45674504263
3776,244388.91060442774
4881,204175.0052938331
10266,185695.98259314016
3262,235846.49540769908
3576,346953.0904348584
16604,516805.2618259036
8041,153740.66499579608
10691,228588.99629307134
8357,184627.27891878027
11661,144368.48726988724
4453,236682.8961376045
15936,213087.2793739293
8463,282019.73433395417
15770,241808.77266845547
466,179636.68450248265
14965,88681.66069542312
11227,162425.69383575374
9894,270558.44000733114
11746,190901.3633925096
4118,141901.22047745745
756,328063.62546509615
15589,191634.2425949699
109,371924.8913308977
5778,204285.78594405437
1731,83465.76620994734
3450,142235.91847980802
2961,187950.60470086953
222,181561.10505422784
11454,344537.27749194007
7339,179855.86585563113
12096,95113.78286951393
14074,203850.282983947
4058,363328.81806424767
6603,235109.78260782728
3289,114583.03638731853
16681,257611.01027722762
8200,320081.9689362482
3343,200315.81084619195
7802,177736.0486155624
2082,357280.2276902239
217,246053.4423822784
1720,180609.09012345705
7224,244792.25065123543
6176,145371.41826780245
12571,240294.33169895317
16666,386920.54582366993
8908,202871.5441607675
6914,174357.8791576769
5428,189233.2640054469
381,190763.62248103053
3991,206307.62510639534
16365,260819.32372642795
1046,206969.37865373207
391,152285.767883297
9212,303688.7595786317
3022,202221.9396567015
9961,100368.98635520418
6764,313552.2373221328
7720,170611.19437820758
4809,200286.12187118473
8877,326947.4080585941
7817,196082.44410934896
10614,112741.58508421457
5553,251081.2540950213
16488,138260.77436236956
11002,164906.06157053314
13592,385273.08907273033
15050,232918.7777931776
13553,261649.81862683475
9041,257888.88908351463
5461,462842.11367556785
16274,460907.26657157263
2138,206583.3527552881
6245,161424.19647596378
8245,193581.605401222
6491,213440.21829700243
13218,212158.702074331
13101,100436.59162165607
10462,141892.68282140032
4079,181142.1853611037
1506,475519.9530070746
14107,124757.33958051584
12215,271094.05405179394
11576,325595.02464207547
10567,231283.62571197635
12713,212822.56366413302
1468,425455.37062260293
2549,250969.9786934467
4172,241908.32974714434
12380,228406.26630503646
3513,110905.74126299153
8165,248519.20777981202
1127,198589.30218441627
14601,421895.64793049876
15526,324175.17597422266
986,312401.4693308138
14968,213016.5412874265
9348,207865.72305904678
6317,264896.84468274476
7497,96039.35215534558
5079,333960.20496311324
528,169981.77274663284
10964,140192.69476929356
5812,299186.2064514982
11022,187083.94927343138
16251,140220.18990835568
5863,115624.05767995701
8664,196172.7664291847
5396,192930.41876870734
6917,239503.70499613817
12776,125790.78697501111
473,261926.90164022642
13333,213443.22885229916
13023,175755.69511223116
7357,204795.6694393404
10955,432275.5437664901
11914,364336.36146054824
12535,172489.83930000188
11205,162745.7958352277
13209,189102.00413204302
16119,363000.36673033197
2174,281653.38041404105
4834,201553.15779926386
10151,188150.34784415617
5584,204803.9612340193
6672,201199.88983371708
12858,226884.10708692585
5106,183704.24397754096
8884,170435.91232971987
13766,167885.11331594118
12556,114377.21300040663
12910,212569.4027342572
6258,124473.63827122765
7100,229199.16429662035
1793,152557.6185125018
3335,189328.60840543534
12835,175728.29833432683
10591,167588.10125647805
15707,309698.8068023773
16389,156971.91465919444
7440,449623.4010887299
6293,187944.71668578748
3937,200254.76192641375
16527,192995.2720628119
5102,258497.18841518453
10734,325824.24256159074
7986,166585.58834922756
6495,116004.04193513664
9571,243715.20068101303
5131,196622.48919464112
10761,349847.29080507654
143,410303.67656581075
13829,167914.99091948097
13662,214180.16092244542
1771,147980.5958228306
5448,183140.73701749498
8594,164121.4132747952
12038,299122.88997464284
16471,161970.62719192653
16764,143776.8264216305
1282,162839.59031811164
15101,248262.13027810442
9473,135080.40299874375
2324,358749.47976983845
14448,210519.4044582897
6000,68186.46260784482
2077,134472.03138717194
12960,226567.8158152967
15837,199448.47579545883
8805,259357.4982005252
9987,230811.72216093232
1580,316171.9079185069
11089,125751.73558698011
10926,219338.7146406621
12773,413381.53539572953
6490,292340.7260278517
10858,127309.01341179654
2831,108366.2292614692
16326,143184.59592561788
371,174790.6974275385
8852,198367.62867136876
6713,289022.20760298753
4230,182908.050165968
3639,217460.85728336073
3642,186665.07636990226
5149,196677.2018219457
2861,188930.85717192438
13300,91773.6054211498
2807,352363.42729584995
5919,106720.99120462006
12716,562458.4797260107
4271,224937.65991179927
16055,226043.89396274032
3747,218804.3539321592
5857,249618.95454438208
6884,307334.5834110988
16027,263272.2052006295
3512,300892.00462262565
5181,167439.42742966866
16732,251233.49082252188
1908,178286.85133436107
12082,173273.29785578992
7286,144590.80084013645
8216,141553.17202514346
6929,328984.32084139786
3950,359609.44265562034
12479,178197.9369577849
877,133386.91533261145
1366,181308.0935984907
384,136515.59900328444
5767,209723.63382982812
6910,164613.22018697942
187,192324.64303329668
10164,279551.81084583444
8603,221354.40072790385
15834,222457.9197849446
3078,129132.94412449643
3479,237847.04101544552
6671,219192.52356126846
6078,176244.86599948342
16271,103983.73295252677
16191,148267.36807653328
11544,165723.94452267306
7781,198250.3615362595
14918,302115.8255056339
6238,189402.58268560015
12989,220699.859113705
11907,233069.60726316847
9696,159551.66710218758
14084,338836.04705540393
3895,147969.2847440445
4367,190223.07119455986
8453,70077.24476163441
7638,361491.3330407754
8373,236039.09613299498
4674,190793.68755453653
15787,140740.46462893157
5903,247937.5940462535
13679,205491.07096053
9018,488647.7997394488
15823,237674.16951983902
13289,146037.9708548573
9896,197895.67432157084
14436,183480.927524562
5547,242934.47253000914
4048,432158.911744721
16579,206677.16274652327
8550,201566.12968742184
9385,285322.32187610574
5242,167457.44228193338
31,190839.39172267794
6144,273568.2084195638
3990,197459.48759769666
2523,86471.7171498354
12608,249067.42379652237
7234,180600.8462279744
15264,206987.7742759892
9623,206460.0375546729
3161,332534.12460411433
7425,108891.82325630847
13021,298202.30354695837
4044,148947.98590156488
15411,245358.00511508487
979,310663.06076336215
5514,245358.00511508487
4817,167368.57078719168
2115,188776.75614882458
10571,248693.2286446227
8992,208238.93357527297
15546,187785.8717239378
11359,128593.41278261138
11972,183612.58594365531
12838,163137.3221977781
5948,128164.93755308159
422,321394.97231836437
4855,168171.9280430434
16197,111464.80076629037
8926,465695.84002943244
5703,173543.94385421567
8848,196097.37708516058
7039,299926.55488213385
3806,159142.88200312178
15154,228296.57354914478
13132,180592.774372243
7438,202654.17443693534
4398,213161.3855294048
2440,192462.70059963004
3751,160530.25980316117
1476,177340.52674708923
2264,337465.2249901489
16444,166000.6440914829
10704,162271.50082192113
4033,137075.2272833217
4508,121623.1242378204
16290,220499.58886360974
10387,206369.50597373684
5457,148474.66170650622
4910,273580.67535476986
7451,206913.13702374
10732,171938.6811975757
8015,128101.01820235713
6148,183201.7887565367
5892,238789.43845442132
7825,212532.03628048956
6851,218506.83801895153
6633,223466.53795450283
2139,266030.21956815256
10213,295111.0700213424
2830,234211.55669798207
13907,144791.46567400827
15897,322477.93806253374
8311,193598.64035210773
14230,208725.15681406576
3878,182680.83554667968
13732,155481.44880554825
12110,170671.46888288978
10675,388638.76977646904
12946,135349.77954347638
16754,216339.00614052615
4394,301961.52782300004
16728,168495.33473787154
14378,313990.13153409143
9949,155851.91131954815
994,177484.1152462783
13258,154889.55070239064
5883,395644.849341915
6933,352608.4687046326
13193,208403.83177940577
13286,168976.77436122793
13407,374928.7726263674
7512,122457.38030646111
7221,184263.3868953002
14428,155537.39090667595
1740,183917.3291246436
3,133131.52701345127
12952,205608.60998096454
11537,123002.29814720058
2558,141277.4062065026
14081,240802.04378005865
3517,242669.30768687857
7149,233350.59264706227
15777,112664.48917316837
8995,229556.0490121216
826,366381.017701701
509,229492.3288603587
14875,343946.84779498336
6591,170686.98550604063
11283,105272.83821086006
9897,238630.73666471426
14902,186651.97243560245
14291,171064.60412367448
3162,234017.18077071625
4206,194117.7791903117
11580,192298.8916794483
2007,228849.7262818758
14939,278035.71496933996
